raw_term,source,raw_term_norm,exists_in_esco
Observer Patterns,Lightcast,observer patterns,False
Open Source Development,Lightcast,open source development,False
Operating System Development,Lightcast,operating system development,False
Performance Engineering,Lightcast,performance engineering,False
Profiling (Computer Programming),Lightcast,profiling computer programming,False
Programming Language Design,Lightcast,programming language design,False
Progressive Web Apps,Lightcast,progressive web apps,False
Release Engineering,Lightcast,release engineering,False
Scalability,Lightcast,scalability,False
Secure Application Development,Lightcast,secure application development,False
Software Architecture,Lightcast,software architecture,False
Software Design Patterns,Lightcast,software design patterns,False
Software Development Life Cycle,Lightcast,software development life cycle,False
Software Engineering,Lightcast,software engineering,False
Solid Principles,Lightcast,solid principles,False
Technical Debt,Lightcast,technical debt,False
Thread Safety,Lightcast,thread safety,False
Time Complexity,Lightcast,time complexity,False
Unit Test-Driven Development,Lightcast,unit testdriven development,False
Web Application Development,Lightcast,web application development,False
Windows Software Development,Lightcast,windows software development,False
Xamarin.mac,Lightcast,xamarinmac,False
Yocto Project,Lightcast,yocto project,False
Abstract Data Types,Lightcast,abstract data types,False
Abstraction Layers,Lightcast,abstraction layers,False
Abstractions,Lightcast,abstractions,False
Advanced RISC Computing,Lightcast,advanced risc computing,False
Algorithm Analysis,Lightcast,algorithm analysis,False
Algorithm Design,Lightcast,algorithm design,False
American Standard Code For Information Interchange (ASCII),Lightcast,american standard code for information interchange ascii,False
Apple Qmaster,Lightcast,apple qmaster,False
ARM Architecture,Lightcast,arm architecture,False
Associate Computing Professional,Lightcast,associate computing professional,False
Automata Theory,Lightcast,automata theory,False
Automated Information Systems,Lightcast,automated information systems,False
Automated Reasoning,Lightcast,automated reasoning,False
Automated Theorem Proving,Lightcast,automated theorem proving,False
Automation,Lightcast,automation,False
Autonomic Computing,Lightcast,autonomic computing,False
AVL Tree,Lightcast,avl tree,False
Bare Metal,Lightcast,bare metal,False
Binary Codes,Lightcast,binary codes,False
Binary Search Algorithms,Lightcast,binary search algorithms,False
Binary Search Trees,Lightcast,binary search trees,False
Binary Space Partitioning,Lightcast,binary space partitioning,False
Binary Systems,Lightcast,binary systems,False
Binary Trees,Lightcast,binary trees,False
Binary-Coded Decimal,Lightcast,binarycoded decimal,False
Blobs,Lightcast,blobs,False
Boolean Expression,Lightcast,boolean expression,False
Boolean Search,Lightcast,boolean search,False
Bootstrapping,Lightcast,bootstrapping,False
Business Logic,Lightcast,business logic,False
Catechist Certification,Lightcast,catechist certification,False
Central Process Scheduling,Lightcast,central process scheduling,False
Certified Computer Examiner,Lightcast,certified computer examiner,False
Certified Computer Programmer,Lightcast,certified computer programmer,False
Certified Computing Professional,Lightcast,certified computing professional,False
Certified Programming,Lightcast,certified programming,False
Clash Detection,Lightcast,clash detection,False
Coding Theory,Lightcast,coding theory,False
Collision Detection,Lightcast,collision detection,False
Compiler Theories,Lightcast,compiler theories,False
Complexity Theory,Lightcast,complexity theory,False
CompTIA A+ CE,Lightcast,comptia a ce,False
CompTIA Convergence+,Lightcast,comptia convergence,False
CompTIA Project+,Lightcast,comptia project,False
Computability Theories,Lightcast,computability theories,False
Computational Complexity Theories,Lightcast,computational complexity theories,False
Computational Logic,Lightcast,computational logic,False
Computer Architecture,Lightcast,computer architecture,False
Computer Clusters,Lightcast,computer clusters,False
Computer Systems,Lightcast,computer systems,False
Computing Platforms,Lightcast,computing platforms,False
Conditional Statements,Lightcast,conditional statements,False
Continuous Computing,Lightcast,continuous computing,False
Control Tables,Lightcast,control tables,False
Cryptanalysis,Lightcast,cryptanalysis,False
Cyberinfrastructure,Lightcast,cyberinfrastructure,False
Data Architecture,Lightcast,data architecture,False
Data Centers,Lightcast,data centers,False
Data Compression,Lightcast,data compression,False
Data Encoding,Lightcast,data encoding,False
Data Flow Diagram,Lightcast,data flow diagram,False
Data Fundamentals,Lightcast,data fundamentals,False
Data Fusion,Lightcast,data fusion,False
Data Interfaces,Lightcast,data interfaces,False
Data Pipeline Management,Lightcast,data pipeline management,False
Data Pipelines,Lightcast,data pipelines,False
Data Structures,Lightcast,data structures,False
Database Programming,Lightcast,database programming,False
Database Theory,Lightcast,database theory,False
Decision Tables,Lightcast,decision tables,False
Deserialization,Lightcast,deserialization,False
Desktop Environments,Lightcast,desktop environments,False
Digital Acumen,Lightcast,digital acumen,False
Discrete Systems,Lightcast,discrete systems,False
Disk Io,Lightcast,disk io,False
Dynamic Infrastructure,Lightcast,dynamic infrastructure,False
Eigenvalues And Eigenvectors,Lightcast,eigenvalues and eigenvectors,False
Embedded Software,Lightcast,embedded software,False
Encodings,Lightcast,encodings,False
Event Bus,Lightcast,event bus,False
Evolutionary Algorithm,Lightcast,evolutionary algorithm,False
EXEC 2,Lightcast,exec 2,False
Execution Time,Lightcast,execution time,False
Existential Quantification,Lightcast,existential quantification,False
File I/O,Lightcast,file io,False
File Structure,Lightcast,file structure,False
Floating Point Algorithm,Lightcast,floating point algorithm,False
Formal Methods,Lightcast,formal methods,False
Formal Verification,Lightcast,formal verification,False
Fuzzy Logic,Lightcast,fuzzy logic,False
Global Information Systems,Lightcast,global information systems,False
Gray Code,Lightcast,gray code,False
Hardware Abstraction,Lightcast,hardware abstraction,False
High Performance Computing,Lightcast,high performance computing,False
High Performance Embedded Computing,Lightcast,high performance embedded computing,False
Indexing,Lightcast,indexing,False
Information Processor,Lightcast,information processor,False
Information Retrieval,Lightcast,information retrieval,False
Information Systems,Lightcast,information systems,False
Information Technology Architecture,Lightcast,information technology architecture,False
Information Theory,Lightcast,information theory,False
Input/Output,Lightcast,inputoutput,False
Interactive Computing,Lightcast,interactive computing,False
Inverted Index,Lightcast,inverted index,False
IT Infrastructure,Lightcast,it infrastructure,False
JPEG 2000,Lightcast,jpeg 2000,False
Linked Lists,Lightcast,linked lists,False
Logical Equivalence,Lightcast,logical equivalence,False
Loop Unrolling,Lightcast,loop unrolling,False
Loose Coupling,Lightcast,loose coupling,False
Machine Code,Lightcast,machine code,False
Machine-Generated Data,Lightcast,machinegenerated data,False
Master Theorem,Lightcast,master theorem,False
Memory Management,Lightcast,memory management,False
Message Passing Interface,Lightcast,message passing interface,False
MIPS Architecture,Lightcast,mips architecture,False
Multiple Instruction Single Data (MISD),Lightcast,multiple instruction single data misd,False
Multiprocessing,Lightcast,multiprocessing,False
Multithreading,Lightcast,multithreading,False
Mutual Exclusion (Mutex),Lightcast,mutual exclusion mutex,False
Network Infrastructure,Lightcast,network infrastructure,False
Network Science,Lightcast,network science,False
Network Theory,Lightcast,network theory,False
Nvidia CUDA,Lightcast,nvidia cuda,False
Object-Relational Mapping,Lightcast,objectrelational mapping,False
Octree,Lightcast,octree,False
Opcodes,Lightcast,opcodes,False
Path Finding,Lightcast,path finding,False
Pattern Matching,Lightcast,pattern matching,False
Physical Computing,Lightcast,physical computing,False
Programming Concepts,Lightcast,programming concepts,False
Programming Language Theory,Lightcast,programming language theory,False
Prototype (Computer Science),Lightcast,prototype computer science,False
Pseudocode,Lightcast,pseudocode,False
Read Code,Lightcast,read code,False
Regular Expressions,Lightcast,regular expressions,False
Remote Computing,Lightcast,remote computing,False
Reversed Compound Agent Theorem,Lightcast,reversed compound agent theorem,False
Rule-Based Systems,Lightcast,rulebased systems,False
Script Task,Lightcast,script task,False
Search Algorithms,Lightcast,search algorithms,False
Self Service Technologies,Lightcast,self service technologies,False
Semantic Web,Lightcast,semantic web,False
Serialization,Lightcast,serialization,False
Session (Computer Science),Lightcast,session computer science,False
Signal Handling,Lightcast,signal handling,False
SIMD,Lightcast,simd,False
Sleeping Barber Problem,Lightcast,sleeping barber problem,False
Small Computer System Interface (SCSI),Lightcast,small computer system interface scsi,False
Social Computing,Lightcast,social computing,False
Software Coding,Lightcast,software coding,False
Software Systems,Lightcast,software systems,False
State Diagram,Lightcast,state diagram,False
Stored Procedure,Lightcast,stored procedure,False
Subroutine,Lightcast,subroutine,False
Substrings,Lightcast,substrings,False
Symbolic Link,Lightcast,symbolic link,False
System Call,Lightcast,system call,False
System Software,Lightcast,system software,False
Technical Analysis,Lightcast,technical analysis,False
Technical Analysis Software,Lightcast,technical analysis software,False
Text Files,Lightcast,text files,False
Text Manipulation,Lightcast,text manipulation,False
Tokenization,Lightcast,tokenization,False
Topology,Lightcast,topology,False
Transaction Processing (Computing),Lightcast,transaction processing computing,False
Unmarshalling,Lightcast,unmarshalling,False
User Objects,Lightcast,user objects,False
Virtual Memory,Lightcast,virtual memory,False
Ansible Playbook,Lightcast,ansible playbook,False
Ansible Tower,Lightcast,ansible tower,False
AnthillPro,Lightcast,anthillpro,False
Apache Ant,Lightcast,apache ant,False
Apache Ivy,Lightcast,apache ivy,False
Apple Automator (OS X),Lightcast,apple automator os x,False
Application Release Automation,Lightcast,application release automation,False
Appveyor,Lightcast,appveyor,False
AppWorx,Lightcast,appworx,False
ArchestrA,Lightcast,archestra,False
Arexx,Lightcast,arexx,False
Atlassian Bamboo,Lightcast,atlassian bamboo,False
Audio Computer-Assisted Self-Administered Interview,Lightcast,audio computerassisted selfadministered interview,False
Auto Build,Lightcast,auto build,False
Auto Responder,Lightcast,auto responder,False
Autodeploy,Lightcast,autodeploy,False
Autofill,Lightcast,autofill,False
Autolink,Lightcast,autolink,False
Automake,Lightcast,automake,False
Automated Business Design,Lightcast,automated business design,False
Automated Deep Operations Coordination Systems,Lightcast,automated deep operations coordination systems,False
Automatic Data Processing Equipment,Lightcast,automatic data processing equipment,False
Automatic License Verification Systems,Lightcast,automatic license verification systems,False
Automation Anywhere (RPA Software),Lightcast,automation anywhere rpa software,False
Automatix,Lightcast,automatix,False
AutoRun,Lightcast,autorun,False
Autotask PSA,Lightcast,autotask psa,False
AWS Devops,Lightcast,aws devops,False
AWS Systems Manager,Lightcast,aws systems manager,False
Batch Message Processing,Lightcast,batch message processing,False
Batch Processing,Lightcast,batch processing,False
Bazel,Lightcast,bazel,False
BluePrism (RPA Software),Lightcast,blueprism rpa software,False
Build Automation,Lightcast,build automation,False
Build Tools,Lightcast,build tools,False
Buildbot,Lightcast,buildbot,False
Buildpack,Lightcast,buildpack,False
CA Workload Automation Ae,Lightcast,ca workload automation ae,False
Camunda,Lightcast,camunda,False
Certified Automation Professional,Lightcast,certified automation professional,False
ChatOps,Lightcast,chatops,False
Cisco Intersight,Lightcast,cisco intersight,False
Cisco UCS Director,Lightcast,cisco ucs director,False
Cisco Unified IP Interactive Voice Response,Lightcast,cisco unified ip interactive voice response,False
Cloud Automation,Lightcast,cloud automation,False
CloudBees CD/RO,Lightcast,cloudbees cdro,False
CMake,Lightcast,cmake,False
Computer Automated Measurement And Controls,Lightcast,computer automated measurement and controls,False
Computer-Assisted Telephone Interviewing,Lightcast,computerassisted telephone interviewing,False
Control-M (Batch Scheduling Software),Lightcast,controlm batch scheduling software,False
Crestron Certified Programmer,Lightcast,crestron certified programmer,False
CruiseControl (Software),Lightcast,cruisecontrol software,False
Daifuku,Lightcast,daifuku,False
DevOps Engineering,Lightcast,devops engineering,False
DevOps Toolchain,Lightcast,devops toolchain,False
Document Process Automation,Lightcast,document process automation,False
Drawloop (Software),Lightcast,drawloop software,False
File Watcher,Lightcast,file watcher,False
Flux CD,Lightcast,flux cd,False
GitOps,Lightcast,gitops,False
GNU Build Systems,Lightcast,gnu build systems,False
Gnu Make,Lightcast,gnu make,False
Google IT Automation Certificate,Lightcast,google it automation certificate,False
Google Kubernetes Engine (GKE),Lightcast,google kubernetes engine gke,False
Gradle,Lightcast,gradle,False
Harpoons,Lightcast,harpoons,False
HashiCorp Nomad,Lightcast,hashicorp nomad,False
Helm (Software),Lightcast,helm software,False
Hyperautomation,Lightcast,hyperautomation,False
Ifttt,Lightcast,ifttt,False
Infrastructure Automation,Lightcast,infrastructure automation,False
Jamf Certification,Lightcast,jamf certification,False
Job/Batch Scheduling,Lightcast,jobbatch scheduling,False
Kubernetes,Lightcast,kubernetes,False
Machine Instruction,Lightcast,machine instruction,False
Make.com,Lightcast,makecom,False
Micro Focus Client Automation,Lightcast,micro focus client automation,False
Microsoft Power Automate,Lightcast,microsoft power automate,False
Microsoft Speech Server,Lightcast,microsoft speech server,False
MSBuild,Lightcast,msbuild,False
Network Automation,Lightcast,network automation,False
Nutanix Calm,Lightcast,nutanix calm,False
OLE Automation,Lightcast,ole automation,False
OLE For Process Control,Lightcast,ole for process control,False
OpenWFE,Lightcast,openwfe,False
Oracle Workflow,Lightcast,oracle workflow,False
Package Management Systems,Lightcast,package management systems,False
Patch Management Software,Lightcast,patch management software,False
Pega Robotics Software,Lightcast,pega robotics software,False
Phing,Lightcast,phing,False
Poltergeist,Lightcast,poltergeist,False
Product Automation,Lightcast,product automation,False
Quickbuild,Lightcast,quickbuild,False
Rancher (Software),Lightcast,rancher software,False
Robotic Automation Software,Lightcast,robotic automation software,False
Robotic Process Automation,Lightcast,robotic process automation,False
Salt Stack,Lightcast,salt stack,False
SAP Business Workflow,Lightcast,sap business workflow,False
SCons,Lightcast,scons,False
Semantic Web Rule Language,Lightcast,semantic web rule language,False
Server Automation,Lightcast,server automation,False
Slackbot,Lightcast,slackbot,False
Slurm (Batch Scheduling Software),Lightcast,slurm batch scheduling software,False
Snap One,Lightcast,snap one,False
Spinnaker,Lightcast,spinnaker,False
Suitescript,Lightcast,suitescript,False
Supernova (Software),Lightcast,supernova software,False
Teamcity,Lightcast,teamcity,False
TeleForm,Lightcast,teleform,False
Theforeman,Lightcast,theforeman,False
Tivoli Service Automation Management,Lightcast,tivoli service automation management,False
Travis Ci,Lightcast,travis ci,False
TrueSight Automation for Servers,Lightcast,truesight automation for servers,False
UiPath (RPA Software),Lightcast,uipath rpa software,False
Urllib,Lightcast,urllib,False
VCarve Pro,Lightcast,vcarve pro,False
VisualCron,Lightcast,visualcron,False
VMware Aria Automation,Lightcast,vmware aria automation,False
VMware Aria Automation Orchestrator,Lightcast,vmware aria automation orchestrator,False
VMware vCloud Automation Center,Lightcast,vmware vcloud automation center,False
VMware VRealize Orchestrator,Lightcast,vmware vrealize orchestrator,False
WinAutomation,Lightcast,winautomation,False
Winshuttle (RPA Software),Lightcast,winshuttle rpa software,False
WorkFusion,Lightcast,workfusion,False
Xcelerator,Lightcast,xcelerator,False
XLDeploy,Lightcast,xldeploy,False
ZENworks Configuration Management,Lightcast,zenworks configuration management,False
Zephyr,Lightcast,zephyr,False
Advanced Interactive Multidimensional Modeling System (AIMMS),Lightcast,advanced interactive multidimensional modeling system aimms,False
Agent-Based Model,Lightcast,agentbased model,False
Aggregate Functions,Lightcast,aggregate functions,False
Anaconda (Software),Lightcast,anaconda software,False
Apache Airflow,Lightcast,apache airflow,False
Apache Flink,Lightcast,apache flink,False
Apache Hadoop,Lightcast,apache hadoop,False
Apache MADlib,Lightcast,apache madlib,False
Apache NiFi,Lightcast,apache nifi,False
Apache Oozie,Lightcast,apache oozie,False
Apache Pig,Lightcast,apache pig,False
Apache Samza,Lightcast,apache samza,False
Apache Spark,Lightcast,apache spark,False
Apache Storm,Lightcast,apache storm,False
Apache Yarn,Lightcast,apache yarn,False
Apache Zeppelin,Lightcast,apache zeppelin,False
Approximate String Matching,Lightcast,approximate string matching,False
AtScale (Software),Lightcast,atscale software,False
Autoregressive Model,Lightcast,autoregressive model,False
AWS Elastic MapReduce (EMR),Lightcast,aws elastic mapreduce emr,False
Azkaban,Lightcast,azkaban,False
Azure Data Explorer (Kusto),Lightcast,azure data explorer kusto,False
Big Data,Lightcast,big data,False
Biginsights,Lightcast,biginsights,False
Binary Data,Lightcast,binary data,False
Bloom Filter,Lightcast,bloom filter,False
Business Intelligence Data Modeling,Lightcast,business intelligence data modeling,False
Causal Inference,Lightcast,causal inference,False
CHi-Squared Automatic Interaction Detection (CHAID),Lightcast,chisquared automatic interaction detection chaid,False
Choice Modeling,Lightcast,choice modeling,False
Cloudera Data Platform (CDP),Lightcast,cloudera data platform cdp,False
Complex Adaptive Systems,Lightcast,complex adaptive systems,False
Conceptual Data Modeling,Lightcast,conceptual data modeling,False
Cross-Industry Standard Process for Data Mining (CRISP-DM),Lightcast,crossindustry standard process for data mining crispdm,False
Data Blending,Lightcast,data blending,False
Data Cleansing,Lightcast,data cleansing,False
Data Cube,Lightcast,data cube,False
Data Definition Language,Lightcast,data definition language,False
Data Discovery,Lightcast,data discovery,False
Data Element,Lightcast,data element,False
Data Infrastructure,Lightcast,data infrastructure,False
Data Intelligence,Lightcast,data intelligence,False
Data Literacy,Lightcast,data literacy,False
Data Manipulation,Lightcast,data manipulation,False
Data Modeling,Lightcast,data modeling,False
Data Normalization,Lightcast,data normalization,False
Data Preprocessing,Lightcast,data preprocessing,False
Data Profiling,Lightcast,data profiling,False
Data Reduction,Lightcast,data reduction,False
Data Reference Model,Lightcast,data reference model,False
Data Selection,Lightcast,data selection,False
Data Smoothing,Lightcast,data smoothing,False
Databricks,Lightcast,databricks,False
Datamodel,Lightcast,datamodel,False
DataOps,Lightcast,dataops,False
Dbscan,Lightcast,dbscan,False
Decision Models,Lightcast,decision models,False
Decision Science,Lightcast,decision science,False
Decision Tree Learning,Lightcast,decision tree learning,False
Delimited Text,Lightcast,delimited text,False
Dimensionality Reduction,Lightcast,dimensionality reduction,False
Directed Acyclic Graph (Directed Graphs),Lightcast,directed acyclic graph directed graphs,False
Directed Graph,Lightcast,directed graph,False
Dplyr,Lightcast,dplyr,False
Ds 5,Lightcast,ds 5,False
Entity Relationship Models,Lightcast,entity relationship models,False
Er Diagrams,Lightcast,er diagrams,False
Erwin (Data Modeling Software),Lightcast,erwin data modeling software,False
Exponential Smoothing,Lightcast,exponential smoothing,False
Graph Algorithms,Lightcast,graph algorithms,False
Graphlab,Lightcast,graphlab,False
Hardlink,Lightcast,hardlink,False
Hierarchical Clustering,Lightcast,hierarchical clustering,False
Human Readable,Lightcast,human readable,False
Informatics Engineering,Lightcast,informatics engineering,False
Information Integration,Lightcast,information integration,False
Integration DEFinition For Information Modeling (IDEF1X),Lightcast,integration definition for information modeling idef1x,False
Jupyter,Lightcast,jupyter,False
Jupyter Notebook,Lightcast,jupyter notebook,False
K-Means Clustering,Lightcast,kmeans clustering,False
Knowledge Discovery,Lightcast,knowledge discovery,False
Latent Semantic Indexing,Lightcast,latent semantic indexing,False
LLBLGen Pro,Lightcast,llblgen pro,False
MapR (Big Data),Lightcast,mapr big data,False
MapReduce,Lightcast,mapreduce,False
Metadata,Lightcast,metadata,False
Metadata Modeling,Lightcast,metadata modeling,False
Missing Data,Lightcast,missing data,False
Netezza,Lightcast,netezza,False
Ontologies,Lightcast,ontologies,False
Oracle Big Data,Lightcast,oracle big data,False
Pandas (Python Package),Lightcast,pandas python package,False
Pattern Recognition,Lightcast,pattern recognition,False
Pipeline Pilot,Lightcast,pipeline pilot,False
Predictive Analytics,Lightcast,predictive analytics,False
Predictive Analytics Software,Lightcast,predictive analytics software,False
PySpark,Lightcast,pyspark,False
R.net,Lightcast,rnet,False
RapidMiner,Lightcast,rapidminer,False
Raw Data,Lightcast,raw data,False
Real Time Data,Lightcast,real time data,False
Relational Online Analytical Processing (ROLAP),Lightcast,relational online analytical processing rolap,False
Resource Description Framework (RDF),Lightcast,resource description framework rdf,False
Rmarkdown,Lightcast,rmarkdown,False
RStudio,Lightcast,rstudio,False
Semantic Technology,Lightcast,semantic technology,False
Semi-Structured Data,Lightcast,semistructured data,False
Shiny (R Package),Lightcast,shiny r package,False
Snowflake Schema,Lightcast,snowflake schema,False
Spark Core,Lightcast,spark core,False
Spark Dataframes,Lightcast,spark dataframes,False
Spark Streaming,Lightcast,spark streaming,False
Sparkr,Lightcast,sparkr,False
Splunk,Lightcast,splunk,False
Star Schema,Lightcast,star schema,False
Statistical Language Acquisition,Lightcast,statistical language acquisition,False
Table Functions,Lightcast,table functions,False
Tabular Data,Lightcast,tabular data,False
Text Extraction,Lightcast,text extraction,False
Text Processing,Lightcast,text processing,False
Tidyr,Lightcast,tidyr,False
Time Series,Lightcast,time series,False
Time Series Analysis And Forecasting,Lightcast,time series analysis and forecasting,False
Time Series Modeling,Lightcast,time series modeling,False
Toad Data Modeler,Lightcast,toad data modeler,False
Transformation Rules,Lightcast,transformation rules,False
Unpivot,Lightcast,unpivot,False
Veeva,Lightcast,veeva,False
Velocity Engine,Lightcast,velocity engine,False
Vertica,Lightcast,vertica,False
VMware Greenplum,Lightcast,vmware greenplum,False
Web Ontology Language,Lightcast,web ontology language,False
Window Function,Lightcast,window function,False
3D Projection,Lightcast,3d projection,False
3Dvia Composer,Lightcast,3dvia composer,False
ABC FlowCharter,Lightcast,abc flowcharter,False
Advanced Function Presentation Data Stream,Lightcast,advanced function presentation data stream,False
Apache Superset,Lightcast,apache superset,False
Architecture Flow Diagram,Lightcast,architecture flow diagram,False
Arrow Diagramming Methods,Lightcast,arrow diagramming methods,False
Box Plots,Lightcast,box plots,False
Bubble Chart,Lightcast,bubble chart,False
Candlestick Chart,Lightcast,candlestick chart,False
Certified LabVIEW Architect,Lightcast,certified labview architect,False
Chart Director,Lightcast,chart director,False
Chart.js (Javascript Library),Lightcast,chartjs javascript library,False
Choropleth Map,Lightcast,choropleth map,False
Concept Map,Lightcast,concept map,False
Conceptual Graph,Lightcast,conceptual graph,False
Continuous Graph,Lightcast,continuous graph,False
Control Flow Diagram,Lightcast,control flow diagram,False
CricketGraph,Lightcast,cricketgraph,False
Data Analysis And Display (DADiSP),Lightcast,data analysis and display dadisp,False
Data Center Virtualization,Lightcast,data center virtualization,False
Data Explorers,Lightcast,data explorers,False
Data Palette,Lightcast,data palette,False
Data Presentation,Lightcast,data presentation,False
Data Storytelling,Lightcast,data storytelling,False
Data Visualization,Lightcast,data visualization,False
Database Diagram,Lightcast,database diagram,False
Datamaps,Lightcast,datamaps,False
Datawindow,Lightcast,datawindow,False
Dcast,Lightcast,dcast,False
Dendrogram,Lightcast,dendrogram,False
Denodo,Lightcast,denodo,False
Deployment Diagram,Lightcast,deployment diagram,False
Design Structure Matrix,Lightcast,design structure matrix,False
Diagramming Software,Lightcast,diagramming software,False
Disk Usage Analyzer,Lightcast,disk usage analyzer,False
Donut Chart,Lightcast,donut chart,False
DOT (Graph Description Language),Lightcast,dot graph description language,False
Echarts,Lightcast,echarts,False
EcoSCOPE,Lightcast,ecoscope,False
Edraw Max,Lightcast,edraw max,False
Fusioncharts,Lightcast,fusioncharts,False
Gchart,Lightcast,gchart,False
Gephi,Lightcast,gephi,False
Ggplot2,Lightcast,ggplot2,False
Gnuplot,Lightcast,gnuplot,False
Google Data,Lightcast,google data,False
Google Fusion Tables,Lightcast,google fusion tables,False
Grafana,Lightcast,grafana,False
GrapeCity Documents Spread,Lightcast,grapecity documents spread,False
GraphCalc,Lightcast,graphcalc,False
Grapher,Lightcast,grapher,False
Graphic And Intelligence Based Script Technology (GIST),Lightcast,graphic and intelligence based script technology gist,False
Graphic Organizer,Lightcast,graphic organizer,False
Graphical Data Display Manager,Lightcast,graphical data display manager,False
Graphics Layout Engines,Lightcast,graphics layout engines,False
Graphing,Lightcast,graphing,False
Graphing Calculator,Lightcast,graphing calculator,False
Heat Maps,Lightcast,heat maps,False
Histogram,Lightcast,histogram,False
Hypercube,Lightcast,hypercube,False
IBM OpenDX,Lightcast,ibm opendx,False
IGOR Pro,Lightcast,igor pro,False
Igraph,Lightcast,igraph,False
Influence Diagram,Lightcast,influence diagram,False
Integrated Data Viewer (IDV),Lightcast,integrated data viewer idv,False
Interaction Overview Diagram,Lightcast,interaction overview diagram,False
JFreeCharts,Lightcast,jfreecharts,False
Kibana,Lightcast,kibana,False
Line Chart,Lightcast,line chart,False
Line Segment,Lightcast,line segment,False
Logical Data Models,Lightcast,logical data models,False
LucidChart,Lightcast,lucidchart,False
Marching Cubes,Lightcast,marching cubes,False
Matplotlib (Python Package),Lightcast,matplotlib python package,False
Mayavi,Lightcast,mayavi,False
MicroStrategy Desktop,Lightcast,microstrategy desktop,False
MicroStrategy Visual Insight,Lightcast,microstrategy visual insight,False
NetworkX,Lightcast,networkx,False
Nyquist Plot,Lightcast,nyquist plot,False
ParaView,Lightcast,paraview,False
Pareto Chart,Lightcast,pareto chart,False
Pchart,Lightcast,pchart,False
Pie Charts,Lightcast,pie charts,False
Piktochart,Lightcast,piktochart,False
Piper Diagram,Lightcast,piper diagram,False
Pivot Grid,Lightcast,pivot grid,False
Plantuml,Lightcast,plantuml,False
Plotly,Lightcast,plotly,False
Plotly.js (Javascript Library),Lightcast,plotlyjs javascript library,False
Prism,Lightcast,prism,False
Process Flow Diagrams,Lightcast,process flow diagrams,False
Programmer's Hierarchical Interactive Graphics System (PHIGS),Lightcast,programmers hierarchical interactive graphics system phigs,False
Pygal,Lightcast,pygal,False
Pyqtgraph,Lightcast,pyqtgraph,False
Rcharts,Lightcast,rcharts,False
Remedy Flashboards,Lightcast,remedy flashboards,False
RRD4J,Lightcast,rrd4j,False
RTXC Quadros,Lightcast,rtxc quadros,False
Run Chart,Lightcast,run chart,False
Salesforce Certified Tableau CRM & Einstein Discovery Consultant,Lightcast,salesforce certified tableau crm  einstein discovery consultant,False
Salesforce Datorama,Lightcast,salesforce datorama,False
SAS Web Report Studio,Lightcast,sas web report studio,False
Scatter Plots,Lightcast,scatter plots,False
Scichart,Lightcast,scichart,False
Scientific Visualization,Lightcast,scientific visualization,False
Seaborn,Lightcast,seaborn,False
SigmaPlot,Lightcast,sigmaplot,False
Spaghetti Plot,Lightcast,spaghetti plot,False
Sparklines,Lightcast,sparklines,False
Statistical Graphics,Lightcast,statistical graphics,False
Strategic Roadmaps,Lightcast,strategic roadmaps,False
Swivel,Lightcast,swivel,False
Tecplot,Lightcast,tecplot,False
Teechart,Lightcast,teechart,False
Teiid,Lightcast,teiid,False
TimeMap,Lightcast,timemap,False
TinkerPlots,Lightcast,tinkerplots,False
Tree Maps,Lightcast,tree maps,False
Tree View,Lightcast,tree view,False
UDig,Lightcast,udig,False
Venn Diagrams,Lightcast,venn diagrams,False
Visme (Software),Lightcast,visme software,False
Visual Mind,Lightcast,visual mind,False
Vizor.Io,Lightcast,vizorio,False
VS Code,Lightcast,vs code,False
XHQ,Lightcast,xhq,False
Xtable,Lightcast,xtable,False
Xtrareport,Lightcast,xtrareport,False
Basic Linear Algebra Subprograms,Lightcast,basic linear algebra subprograms,False
BGFS Algorithms,Lightcast,bgfs algorithms,False
C Mathematical Functions (C Standard Library),Lightcast,c mathematical functions c standard library,False
Comsol Multiphysics,Lightcast,comsol multiphysics,False
Datediff,Lightcast,datediff,False
Desmos (Mathematics Software),Lightcast,desmos mathematics software,False
GeoGebra,Lightcast,geogebra,False
Geometry Expressions,Lightcast,geometry expressions,False
GNU MathProg (GNU Project Software),Lightcast,gnu mathprog gnu project software,False
GNU Octave (GNU Project Software),Lightcast,gnu octave gnu project software,False
GoldSim,Lightcast,goldsim,False
Gurobi,Lightcast,gurobi,False
Hur,Lightcast,hur,False
IBM ILOG CPLEX Optimization Studio (CPLEX),Lightcast,ibm ilog cplex optimization studio cplex,False
Intel oneAPI Math Kernel Library (oneMKL),Lightcast,intel oneapi math kernel library onemkl,False
Ipopt,Lightcast,ipopt,False
Linear Algebra Package (LAPACK),Lightcast,linear algebra package lapack,False
Maple (Software),Lightcast,maple software,False
Mathematical Software,Lightcast,mathematical software,False
MathType,Lightcast,mathtype,False
Maxima,Lightcast,maxima,False
Ncalc,Lightcast,ncalc,False
NumPy (Python Package),Lightcast,numpy python package,False
Open Optimization Library,Lightcast,open optimization library,False
QuantLib,Lightcast,quantlib,False
Rogue Wave IMSL Numerical Libraries,Lightcast,rogue wave imsl numerical libraries,False
Symbolic Computation,Lightcast,symbolic computation,False
Wolfram Mathematica,Lightcast,wolfram mathematica,False
Abstract Algebra,Lightcast,abstract algebra,False
Actor Model,Lightcast,actor model,False
Actuarial Modeling,Lightcast,actuarial modeling,False
